"Order number","Order date","Product name",Category,quantity,"Total price","Customer name","Customer contact","Customer address","Employee full name","Employee birthday","Supplier name","Suplier phone","Sipper name","Shipper phone"
10279,1996-08-13,"Alice Mutton",Meat/Poultry,15,585,"Lehmanns Marktstand","Renate Messner","Magazinweg 7","Laura Callahan",1958-01-09,"Pavlova, Ltd.","(03) 444-2343","United Package","(503) 555-3199"
10296,1996-09-03,Gudbrandsdalsost,"Dairy Products",15,540,LILA-Supermercado,"Carlos Gonzalez","Carrera 52 con Ave. Bolivar #65-98 Llano Largo","Michael Suyama",1963-07-02,"Norske Meierier",(0)2-953010,"Speedy Express","(503) 555-9831"
10381,1996-12-12,"Longlife Tofu",Produce,14,140,LILA-Supermercado,"Carlos Gonzalez","Carrera 52 con Ave. Bolivar #65-98 Llano Largo","Janet Leverling",1963-08-30,"Tokyo Traders","(03) 3555-5011","Federal Shipping","(503) 555-9931"
10330,1996-10-16,"Mozzarella di Giovanni","Dairy Products",25,869.9999999999999,LILA-Supermercado,"Carlos Gonzalez","Carrera 52 con Ave. Bolivar #65-98 Llano Largo","Janet Leverling",1963-08-30,"Formaggi Fortini s.r.l.","(0544) 60323","Speedy Express","(503) 555-9831"
10283,1996-08-16,"Mozzarella di Giovanni","Dairy Products",3,104.39999999999999,LILA-Supermercado,"Carlos Gonzalez","Carrera 52 con Ave. Bolivar #65-98 Llano Largo","Janet Leverling",1963-08-30,"Formaggi Fortini s.r.l.","(0544) 60323","Federal Shipping","(503) 555-9931"
10357,1996-11-19,"Camembert Pierrot","Dairy Products",8,272,LILA-Supermercado,"Carlos Gonzalez","Carrera 52 con Ave. Bolivar #65-98 Llano Largo","Nancy Davolio",1968-12-08,"Gai paturage",38.76.98.06,"Federal Shipping","(503) 555-9931"
10283,1996-08-16,"Camembert Pierrot","Dairy Products",35,1190,LILA-Supermercado,"Carlos Gonzalez","Carrera 52 con Ave. Bolivar #65-98 Llano Largo","Janet Leverling",1963-08-30,"Gai paturage",38.76.98.06,"Federal Shipping","(503) 555-9931"
10357,1996-11-19,"Gumbar Gummibarchen",Confections,16,499.68,LILA-Supermercado,"Carlos Gonzalez","Carrera 52 con Ave. Bolivar #65-98 Llano Largo","Nancy Davolio",1968-12-08,"Heli Susswaren GmbH and Co. KG","(010) 9984510","Federal Shipping","(503) 555-9931"
10330,1996-10-16,"Gumbar Gummibarchen",Confections,50,1561.5,LILA-Supermercado,"Carlos Gonzalez","Carrera 52 con Ave. Bolivar #65-98 Llano Largo","Janet Leverling",1963-08-30,"Heli Susswaren GmbH and Co. KG","(010) 9984510","Speedy Express","(503) 555-9831"
10283,1996-08-16,"Teatime Chocolate Biscuits",Confections,18,165.6,LILA-Supermercado,"Carlos Gonzalez","Carrera 52 con Ave. Bolivar #65-98 Llano Largo","Janet Leverling",1963-08-30,"Specialty Biscuits, Ltd.","(161) 555-4448","Federal Shipping","(503) 555-9931"
10296,1996-09-03,Pavlova,Confections,30,523.5,LILA-Supermercado,"Carlos Gonzalez","Carrera 52 con Ave. Bolivar #65-98 Llano Largo","Michael Suyama",1963-07-02,"Pavlova, Ltd.","(03) 444-2343","Speedy Express","(503) 555-9831"
10296,1996-09-03,"Queso Cabrales","Dairy Products",12,252,LILA-Supermercado,"Carlos Gonzalez","Carrera 52 con Ave. Bolivar #65-98 Llano Largo","Michael Suyama",1963-07-02,"Cooperativa de Quesos Las Cabras","(98) 598 76 54","Speedy Express","(503) 555-9831"
10283,1996-08-16,"Genen Shouyu",Condiments,20,310,LILA-Supermercado,"Carlos Gonzalez","Carrera 52 con Ave. Bolivar #65-98 Llano Largo","Janet Leverling",1963-08-30,Mayumis,"(06) 431-7877","Federal Shipping","(503) 555-9931"
10357,1996-11-19,Ikura,Seafood,30,930,LILA-Supermercado,"Carlos Gonzalez","Carrera 52 con Ave. Bolivar #65-98 Llano Largo","Nancy Davolio",1968-12-08,"Tokyo Traders","(03) 3555-5011","Federal Shipping","(503) 555-9931"
10405,1997-01-06,"Aniseed Syrup",Condiments,50,500,LINO-Delicateses,"Felipe Izquierdo","Ave. 5 de Mayo Porlamar","Nancy Davolio",1968-12-08,"Exotic Liquid","(171) 555-2222","Speedy Express","(503) 555-9831"
10307,1996-09-17,"Scottish Longbreads",Confections,3,37.5,"Lonesome Pine Restaurant","Fran Wilson","89 Chiaroscuro Rd.","Andrew Fuller",1952-02-19,"Specialty Biscuits, Ltd.","(161) 555-4448","United Package","(503) 555-3199"
10307,1996-09-17,"Tarte au sucre",Confections,10,493,"Lonesome Pine Restaurant","Fran Wilson","89 Chiaroscuro Rd.","Andrew Fuller",1952-02-19,"Forets derables","(514) 555-2955","United Package","(503) 555-3199"
10317,1996-09-30,Chais,Beverages,20,360,"Lonesome Pine Restaurant","Fran Wilson","89 Chiaroscuro Rd.","Michael Suyama",1963-07-02,"Exotic Liquid","(171) 555-2222","Speedy Express","(503) 555-9831"
10300,1996-09-09,"Scottish Longbreads",Confections,20,250,"Magazzini Alimentari Riuniti","Giovanni Rovelli","Via Ludovico il Moro 22","Andrew Fuller",1952-02-19,"Specialty Biscuits, Ltd.","(161) 555-4448","United Package","(503) 555-3199"
10275,1996-08-07,"Raclette Courdavault","Dairy Products",6,330,"Magazzini Alimentari Riuniti","Giovanni Rovelli","Via Ludovico il Moro 22","Nancy Davolio",1968-12-08,"Gai paturage",38.76.98.06,"Speedy Express","(503) 555-9831"
10300,1996-09-09,"Louisiana Hot Spiced Okra",Condiments,30,510,"Magazzini Alimentari Riuniti","Giovanni Rovelli","Via Ludovico il Moro 22","Andrew Fuller",1952-02-19,"New Orleans Cajun Delights","(100) 555-4822","United Package","(503) 555-3199"
10404,1997-01-03,Maxilaku,Confections,30,600,"Magazzini Alimentari Riuniti","Giovanni Rovelli","Via Ludovico il Moro 22","Andrew Fuller",1952-02-19,"Karkki Oy","(953) 10956","Speedy Express","(503) 555-9831"
10404,1997-01-03,"Singaporean Hokkien Fried Mee",Grains/Cereals,40,560,"Magazzini Alimentari Riuniti","Giovanni Rovelli","Via Ludovico il Moro 22","Andrew Fuller",1952-02-19,"Leka Trading",555-8787,"Speedy Express","(503) 555-9831"
10404,1997-01-03,"Gumbar Gummibarchen",Confections,30,936.9,"Magazzini Alimentari Riuniti","Giovanni Rovelli","Via Ludovico il Moro 22","Andrew Fuller",1952-02-19,"Heli Susswaren GmbH and Co. KG","(010) 9984510","Speedy Express","(503) 555-9831"
10275,1996-08-07,"Guarana Fantastica",Beverages,12,54,"Magazzini Alimentari Riuniti","Giovanni Rovelli","Via Ludovico il Moro 22","Nancy Davolio",1968-12-08,"Refrescos Americanas LTDA","(11) 555 4640","Speedy Express","(503) 555-9831"
10439,1997-02-07,"Longlife Tofu",Produce,30,300,"Mere Paillarde","Jean Fresniere","43 rue St. Laurent","Michael Suyama",1963-07-02,"Tokyo Traders","(03) 3555-5011","Federal Shipping","(503) 555-9931"
10424,1997-01-23,"Scottish Longbreads",Confections,30,375,"Mere Paillarde","Jean Fresniere","43 rue St. Laurent","Robert King",1960-05-29,"Specialty Biscuits, Ltd.","(161) 555-4448","United Package","(503) 555-3199"
10439,1997-02-07,"Wimmers gute Semmelknodel",Grains/Cereals,6,199.5,"Mere Paillarde","Jean Fresniere","43 rue St. Laurent","Michael Suyama",1963-07-02,"Plutzer Lebensmittelgrossmarkte AG","(069) 992755","Federal Shipping","(503) 555-9931"
10339,1996-10-28,"Tarte au sucre",Confections,28,1380.3999999999999,"Mere Paillarde","Jean Fresniere","43 rue St. Laurent","Andrew Fuller",1952-02-19,"Forets derables","(514) 555-2955","United Package","(503) 555-3199"
10332,1996-10-17,"Zaanse koeken",Confections,16,152,"Mere Paillarde","Jean Fresniere","43 rue St. Laurent","Janet Leverling",1963-08-30,"Zaanse Snoepfabriek","(12345) 1212","United Package","(503) 555-3199"
10332,1996-10-17,"Singaporean Hokkien Fried Mee",Grains/Cereals,10,140,"Mere Paillarde","Jean Fresniere","43 rue St. Laurent","Janet Leverling",1963-08-30,"Leka Trading",555-8787,"United Package","(503) 555-3199"
10424,1997-01-23,"Cote de Blaye",Beverages,49,12911.5,"Mere Paillarde","Jean Fresniere","43 rue St. Laurent","Robert King",1960-05-29,"Aux joyeux ecclesiastiques","(1) 03.83.00.68","United Package","(503) 555-3199"
10424,1997-01-23,"Steeleye Stout",Beverages,60,1080,"Mere Paillarde","Jean Fresniere","43 rue St. Laurent","Robert King",1960-05-29,"Bigfoot Breweries","(503) 555-9931","United Package","(503) 555-3199"
10376,1996-12-09,"Gorgonzola Telino","Dairy Products",42,525,"Mere Paillarde","Jean Fresniere","43 rue St. Laurent","Nancy Davolio",1968-12-08,"Formaggi Fortini s.r.l.","(0544) 60323","United Package","(503) 555-3199"
10439,1997-02-07,Pavlova,Confections,16,279.2,"Mere Paillarde","Jean Fresniere","43 rue St. Laurent","Michael Suyama",1963-07-02,"Pavlova, Ltd.","(03) 444-2343","Federal Shipping","(503) 555-9931"
10332,1996-10-17,"Carnarvon Tigers",Seafood,40,2500,"Mere Paillarde","Jean Fresniere","43 rue St. Laurent","Janet Leverling",1963-08-30,"Pavlova, Ltd.","(03) 444-2343","United Package","(503) 555-3199"
10439,1997-02-07,"Queso Manchego La Pastora","Dairy Products",15,570,"Mere Paillarde","Jean Fresniere","43 rue St. Laurent","Michael Suyama",1963-07-02,"Cooperativa de Quesos Las Cabras","(98) 598 76 54","Federal Shipping","(503) 555-9931"
10339,1996-10-28,"Alice Mutton",Meat/Poultry,70,2730,"Mere Paillarde","Jean Fresniere","43 rue St. Laurent","Andrew Fuller",1952-02-19,"Pavlova, Ltd.","(03) 444-2343","United Package","(503) 555-3199"
10339,1996-10-28,"Chef Antons Cajun Seasoning",Condiments,10,220,"Mere Paillarde","Jean Fresniere","43 rue St. Laurent","Andrew Fuller",1952-02-19,"New Orleans Cajun Delights","(100) 555-4822","United Package","(503) 555-3199"
10277,1996-08-09,"Tarte au sucre",Confections,12,591.5999999999999,"Morgenstern Gesundkost","Alexander Feuer","Heerstr. 22","Andrew Fuller",1952-02-19,"Forets derables","(514) 555-2955","Federal Shipping","(503) 555-9931"
10277,1996-08-09,"Rossle Sauerkraut",Produce,20,912,"Morgenstern Gesundkost","Alexander Feuer","Heerstr. 22","Andrew Fuller",1952-02-19,"Plutzer Lebensmittelgrossmarkte AG","(069) 992755","Federal Shipping","(503) 555-9931"
10409,1997-01-09,"Sir Rodneys Scones",Confections,12,120,"Oceano Atlantico Ltda.","Yvonne Moncada","Ing. Gustavo Moncada 8585 Piso 20-A","Janet Leverling",1963-08-30,"Specialty Biscuits, Ltd.","(161) 555-4448","Speedy Express","(503) 555-9831"
10409,1997-01-09,Tofu,Produce,12,279,"Oceano Atlantico Ltda.","Yvonne Moncada","Ing. Gustavo Moncada 8585 Piso 20-A","Janet Leverling",1963-08-30,Mayumis,"(06) 431-7877","Speedy Express","(503) 555-9831"
10260,1996-07-19,"Outback Lager",Beverages,21,315,"Old World Delicatessen","Rene Phillips","2743 Bering St.","Margaret Peacock",1958-09-19,"Pavlova, Ltd.","(03) 444-2343","Speedy Express","(503) 555-9831"
10260,1996-07-19,"Tarte au sucre",Confections,15,739.5,"Old World Delicatessen","Rene Phillips","2743 Bering St.","Margaret Peacock",1958-09-19,"Forets derables","(514) 555-2955","Speedy Express","(503) 555-9831"
10260,1996-07-19,"Ravioli Angelo",Grains/Cereals,50,975,"Old World Delicatessen","Rene Phillips","2743 Bering St.","Margaret Peacock",1958-09-19,"Pasta Buttini s.r.l.","(089) 6547665","Speedy Express","(503) 555-9831"
10305,1996-09-13,"Chartreuse verte",Beverages,30,540,"Old World Delicatessen","Rene Phillips","2743 Bering St.","Laura Callahan",1958-01-09,"Aux joyeux ecclesiastiques","(1) 03.83.00.68","Federal Shipping","(503) 555-9931"
10260,1996-07-19,"Jacks New England Clam Chowder",Seafood,16,154.4,"Old World Delicatessen","Rene Phillips","2743 Bering St.","Margaret Peacock",1958-09-19,"New England Seafood Cannery","(617) 555-3267","Speedy Express","(503) 555-9831"
10338,1996-10-25,"Nord-Ost Matjeshering",Seafood,15,388.35,"Old World Delicatessen","Rene Phillips","2743 Bering St.","Margaret Peacock",1958-09-19,"Nord-Ost-Fisch Handelsgesellschaft mbH","(04721) 8713","Federal Shipping","(503) 555-9931"
10305,1996-09-13,"Thuringer Rostbratwurst",Meat/Poultry,25,3094.75,"Old World Delicatessen","Rene Phillips","2743 Bering St.","Laura Callahan",1958-01-09,"Plutzer Lebensmittelgrossmarkte AG","(069) 992755","Federal Shipping","(503) 555-9931"
10441,1997-02-10,"Schoggi Schokolade",Confections,50,2195,"Old World Delicatessen","Rene Phillips","2743 Bering St.","Janet Leverling",1963-08-30,"Heli Susswaren GmbH and Co. KG","(010) 9984510","United Package","(503) 555-3199"
10305,1996-09-13,"Carnarvon Tigers",Seafood,25,1562.5,"Old World Delicatessen","Rene Phillips","2743 Bering St.","Laura Callahan",1958-01-09,"Pavlova, Ltd.","(03) 444-2343","Federal Shipping","(503) 555-9931"
10338,1996-10-25,"Alice Mutton",Meat/Poultry,20,780,"Old World Delicatessen","Rene Phillips","2743 Bering St.","Margaret Peacock",1958-09-19,"Pavlova, Ltd.","(03) 444-2343","Federal Shipping","(503) 555-9931"
10407,1997-01-07,Flotemysost,"Dairy Products",15,322.5,"Ottilies Kaseladen","Henriette Pfalzheim","Mehrheimerstr. 369","Andrew Fuller",1952-02-19,"Norske Meierier",(0)2-953010,"United Package","(503) 555-3199"
10407,1997-01-07,Gudbrandsdalsost,"Dairy Products",15,540,"Ottilies Kaseladen","Henriette Pfalzheim","Mehrheimerstr. 369","Andrew Fuller",1952-02-19,"Norske Meierier",(0)2-953010,"United Package","(503) 555-3199"
10407,1997-01-07,"Queso Cabrales","Dairy Products",30,630,"Ottilies Kaseladen","Henriette Pfalzheim","Mehrheimerstr. 369","Andrew Fuller",1952-02-19,"Cooperativa de Quesos Las Cabras","(98) 598 76 54","United Package","(503) 555-3199"
10322,1996-10-04,"Filo Mix",Grains/Cereals,20,140,"Pericles Comidas clasicas","Guillermo Fernandez","Calle Dr. Jorge Cash 321","Robert King",1960-05-29,"Gday, Mate","(02) 555-5914","Federal Shipping","(503) 555-9931"
10354,1996-11-14,"Thuringer Rostbratwurst",Meat/Poultry,4,495.16,"Pericles Comidas clasicas","Guillermo Fernandez","Calle Dr. Jorge Cash 321","Laura Callahan",1958-01-09,"Plutzer Lebensmittelgrossmarkte AG","(069) 992755","Federal Shipping","(503) 555-9931"
10354,1996-11-14,Chais,Beverages,12,216,"Pericles Comidas clasicas","Guillermo Fernandez","Calle Dr. Jorge Cash 321","Laura Callahan",1958-01-09,"Exotic Liquid","(171) 555-2222","Federal Shipping","(503) 555-9931"
10392,1996-12-24,Gudbrandsdalsost,"Dairy Products",50,1800,"Piccolo und mehr","Georg Pipps","Geislweg 14","Andrew Fuller",1952-02-19,"Norske Meierier",(0)2-953010,"Federal Shipping","(503) 555-9931"
10353,1996-11-13,"Cote de Blaye",Beverages,50,13175,"Piccolo und mehr","Georg Pipps","Geislweg 14","Robert King",1960-05-29,"Aux joyeux ecclesiastiques","(1) 03.83.00.68","Federal Shipping","(503) 555-9931"
10427,1997-01-27,Tofu,Produce,35,813.75,"Piccolo und mehr","Georg Pipps","Geislweg 14","Margaret Peacock",1958-09-19,Mayumis,"(06) 431-7877","United Package","(503) 555-3199"
10353,1996-11-13,"Queso Cabrales","Dairy Products",12,252,"Piccolo und mehr","Georg Pipps","Geislweg 14","Robert King",1960-05-29,"Cooperativa de Quesos Las Cabras","(98) 598 76 54","Federal Shipping","(503) 555-9931"
10433,1997-02-03,"Gnocchi di nonna Alice",Grains/Cereals,28,1064,"Princesa Isabel Vinhoss","Isabel de Castro","Estrada da saude n. 58","Janet Leverling",1963-08-30,"Pasta Buttini s.r.l.","(089) 6547665","Federal Shipping","(503) 555-9931"
10397,1996-12-27,"Manjimup Dried Apples",Produce,18,954,"Princesa Isabel Vinhoss","Isabel de Castro","Estrada da saude n. 58","Steven Buchanan",1955-03-04,"Gday, Mate","(02) 555-5914","Speedy Express","(503) 555-9831"
10397,1996-12-27,"Sir Rodneys Scones",Confections,10,100,"Princesa Isabel Vinhoss","Isabel de Castro","Estrada da saude n. 58","Steven Buchanan",1955-03-04,"Specialty Biscuits, Ltd.","(161) 555-4448","Speedy Express","(503) 555-9831"
10336,1996-10-23,"Chef Antons Cajun Seasoning",Condiments,18,396,"Princesa Isabel Vinhoss","Isabel de Castro","Estrada da saude n. 58","Robert King",1960-05-29,"New Orleans Cajun Delights","(100) 555-4822","United Package","(503) 555-3199"
10421,1997-01-21,"Original Frankfurter grune Sosse",Condiments,10,130,"Que Delicia","Bernardo Batista","Rua da Panificadora, 12","Laura Callahan",1958-01-09,"Plutzer Lebensmittelgrossmarkte AG","(069) 992755","Speedy Express","(503) 555-9831"
10379,1996-12-11,"Louisiana Fiery Hot Pepper Sauce",Condiments,20,421,"Que Delicia","Bernardo Batista","Rua da Panificadora, 12","Andrew Fuller",1952-02-19,"New Orleans Cajun Delights","(100) 555-4822","Speedy Express","(503) 555-9831"
10379,1996-12-11,Vegie-spread,Condiments,16,702.4,"Que Delicia","Bernardo Batista","Rua da Panificadora, 12","Andrew Fuller",1952-02-19,"Pavlova, Ltd.","(03) 444-2343","Speedy Express","(503) 555-9831"
10421,1997-01-21,"Perth Pasties",Meat/Poultry,15,491.99999999999994,"Que Delicia","Bernardo Batista","Rua da Panificadora, 12","Laura Callahan",1958-01-09,"Gday, Mate","(02) 555-5914","Speedy Express","(503) 555-9831"
10291,1996-08-27,"Manjimup Dried Apples",Produce,2,106,"Que Delicia","Bernardo Batista","Rua da Panificadora, 12","Michael Suyama",1963-07-02,"Gday, Mate","(02) 555-5914","United Package","(503) 555-3199"
10379,1996-12-11,"Jacks New England Clam Chowder",Seafood,8,77.2,"Que Delicia","Bernardo Batista","Rua da Panificadora, 12","Andrew Fuller",1952-02-19,"New England Seafood Cannery","(617) 555-3267","Speedy Express","(503) 555-9831"
10291,1996-08-27,"Gula Malacca",Condiments,24,466.79999999999995,"Que Delicia","Bernardo Batista","Rua da Panificadora, 12","Michael Suyama",1963-07-02,"Leka Trading",555-8787,"United Package","(503) 555-3199"
10261,1996-07-19,"Steeleye Stout",Beverages,20,360,"Que Delicia","Bernardo Batista","Rua da Panificadora, 12","Margaret Peacock",1958-09-19,"Bigfoot Breweries","(503) 555-9931","United Package","(503) 555-3199"
10421,1997-01-21,"Gumbar Gummibarchen",Confections,30,936.9,"Que Delicia","Bernardo Batista","Rua da Panificadora, 12","Laura Callahan",1958-01-09,"Heli Susswaren GmbH and Co. KG","(010) 9984510","Speedy Express","(503) 555-9831"
10421,1997-01-21,"Teatime Chocolate Biscuits",Confections,4,36.8,"Que Delicia","Bernardo Batista","Rua da Panificadora, 12","Laura Callahan",1958-01-09,"Specialty Biscuits, Ltd.","(161) 555-4448","Speedy Express","(503) 555-9831"
10261,1996-07-19,"Sir Rodneys Scones",Confections,20,200,"Que Delicia","Bernardo Batista","Rua da Panificadora, 12","Margaret Peacock",1958-09-19,"Specialty Biscuits, Ltd.","(161) 555-4448","United Package","(503) 555-3199"
10291,1996-08-27,Konbu,Seafood,20,120,"Que Delicia","Bernardo Batista","Rua da Panificadora, 12","Michael Suyama",1963-07-02,Mayumis,"(06) 431-7877","United Package","(503) 555-3199"
10372,1996-12-04,"Mozzarella di Giovanni","Dairy Products",42,1461.6,"Queen Cozinha","Lucia Carvalho","Alameda dos Canarios, 891","Steven Buchanan",1955-03-04,"Formaggi Fortini s.r.l.","(0544) 60323","United Package","(503) 555-3199"
10372,1996-12-04,"Camembert Pierrot","Dairy Products",70,2380,"Queen Cozinha","Lucia Carvalho","Alameda dos Canarios, 891","Steven Buchanan",1955-03-04,"Gai paturage",38.76.98.06,"United Package","(503) 555-3199"
10406,1997-01-07,"Boston Crab Meat",Seafood,2,36.8,"Queen Cozinha","Lucia Carvalho","Alameda dos Canarios, 891","Robert King",1960-05-29,"New England Seafood Cannery","(617) 555-3267","Speedy Express","(503) 555-9831"
10372,1996-12-04,"Cote de Blaye",Beverages,40,10540,"Queen Cozinha","Lucia Carvalho","Alameda dos Canarios, 891","Steven Buchanan",1955-03-04,"Aux joyeux ecclesiastiques","(1) 03.83.00.68","United Package","(503) 555-3199"
10406,1997-01-07,"Inlagd Sill",Seafood,5,95,"Queen Cozinha","Lucia Carvalho","Alameda dos Canarios, 891","Robert King",1960-05-29,"Svensk Sjofoda AB","08-123 45 67","Speedy Express","(503) 555-9831"
10406,1997-01-07,"Rossle Sauerkraut",Produce,42,1915.2,"Queen Cozinha","Lucia Carvalho","Alameda dos Canarios, 891","Robert King",1960-05-29,"Plutzer Lebensmittelgrossmarkte AG","(069) 992755","Speedy Express","(503) 555-9831"
10406,1997-01-07,"Sir Rodneys Scones",Confections,30,300,"Queen Cozinha","Lucia Carvalho","Alameda dos Canarios, 891","Robert King",1960-05-29,"Specialty Biscuits, Ltd.","(161) 555-4448","Speedy Express","(503) 555-9831"
10372,1996-12-04,"Sir Rodneys Marmalade",Confections,12,972,"Queen Cozinha","Lucia Carvalho","Alameda dos Canarios, 891","Steven Buchanan",1955-03-04,"Specialty Biscuits, Ltd.","(161) 555-4448","United Package","(503) 555-3199"
10406,1997-01-07,Chais,Beverages,10,180,"Queen Cozinha","Lucia Carvalho","Alameda dos Canarios, 891","Robert King",1960-05-29,"Exotic Liquid","(171) 555-2222","Speedy Express","(503) 555-9831"
10273,1996-08-05,Lakkalikoori,Beverages,33,594,QUICK-Stop,"Horst Kloss","Taucherstrasse 10","Janet Leverling",1963-08-30,"Karkki Oy","(953) 10956","Federal Shipping","(503) 555-9931"
10418,1997-01-17,"Longlife Tofu",Produce,15,150,QUICK-Stop,"Horst Kloss","Taucherstrasse 10","Margaret Peacock",1958-09-19,"Tokyo Traders","(03) 3555-5011","Speedy Express","(503) 555-9831"
10418,1997-01-17,"Sirop derable",Condiments,16,456,QUICK-Stop,"Horst Kloss","Taucherstrasse 10","Margaret Peacock",1958-09-19,"Forets derables","(514) 555-2955","Speedy Express","(503) 555-9831"
10361,1996-11-22,"Camembert Pierrot","Dairy Products",55,1870,QUICK-Stop,"Horst Kloss","Taucherstrasse 10","Nancy Davolio",1968-12-08,"Gai paturage",38.76.98.06,"United Package","(503) 555-3199"
10286,1996-08-21,"Tarte au sucre",Confections,40,1972,QUICK-Stop,"Horst Kloss","Taucherstrasse 10","Laura Callahan",1958-01-09,"Forets derables","(514) 555-2955","Federal Shipping","(503) 555-9931"
10285,1996-08-20,"Perth Pasties",Meat/Poultry,36,1180.8,QUICK-Stop,"Horst Kloss","Taucherstrasse 10","Nancy Davolio",1968-12-08,"Gday, Mate","(02) 555-5914","United Package","(503) 555-3199"
10418,1997-01-17,"Zaanse koeken",Confections,55,522.5,QUICK-Stop,"Horst Kloss","Taucherstrasse 10","Margaret Peacock",1958-09-19,"Zaanse Snoepfabriek","(12345) 1212","Speedy Express","(503) 555-9831"
10345,1996-11-04,"Singaporean Hokkien Fried Mee",Grains/Cereals,9,126,QUICK-Stop,"Horst Kloss","Taucherstrasse 10","Andrew Fuller",1952-02-19,"Leka Trading",555-8787,"United Package","(503) 555-3199"
10361,1996-11-22,"Chartreuse verte",Beverages,54,972,QUICK-Stop,"Horst Kloss","Taucherstrasse 10","Nancy Davolio",1968-12-08,"Aux joyeux ecclesiastiques","(1) 03.83.00.68","United Package","(503) 555-3199"
10285,1996-08-20,"Boston Crab Meat",Seafood,40,736,QUICK-Stop,"Horst Kloss","Taucherstrasse 10","Nancy Davolio",1968-12-08,"New England Seafood Cannery","(617) 555-3267","United Package","(503) 555-3199"
10273,1996-08-05,"Boston Crab Meat",Seafood,60,1104,QUICK-Stop,"Horst Kloss","Taucherstrasse 10","Janet Leverling",1963-08-30,"New England Seafood Cannery","(617) 555-3267","Federal Shipping","(503) 555-9931"
10313,1996-09-24,"Inlagd Sill",Seafood,12,228,QUICK-Stop,"Horst Kloss","Taucherstrasse 10","Andrew Fuller",1952-02-19,"Svensk Sjofoda AB","08-123 45 67","United Package","(503) 555-3199"
10286,1996-08-21,"Steeleye Stout",Beverages,100,1800,QUICK-Stop,"Horst Kloss","Taucherstrasse 10","Laura Callahan",1958-01-09,"Bigfoot Breweries","(503) 555-9931","Federal Shipping","(503) 555-9931"
10273,1996-08-05,Geitost,"Dairy Products",20,50,QUICK-Stop,"Horst Kloss","Taucherstrasse 10","Janet Leverling",1963-08-30,"Norske Meierier",(0)2-953010,"Federal Shipping","(503) 555-9931"
10273,1996-08-05,"Gorgonzola Telino","Dairy Products",15,187.5,QUICK-Stop,"Horst Kloss","Taucherstrasse 10","Janet Leverling",1963-08-30,"Formaggi Fortini s.r.l.","(0544) 60323","Federal Shipping","(503) 555-9931"
10345,1996-11-04,"Teatime Chocolate Biscuits",Confections,80,736,QUICK-Stop,"Horst Kloss","Taucherstrasse 10","Andrew Fuller",1952-02-19,"Specialty Biscuits, Ltd.","(161) 555-4448","United Package","(503) 555-3199"
10345,1996-11-04,"Northwoods Cranberry Sauce",Condiments,70,2800,QUICK-Stop,"Horst Kloss","Taucherstrasse 10","Andrew Fuller",1952-02-19,"Grandma Kellys Homestead","(313) 555-5735","United Package","(503) 555-3199"
10273,1996-08-05,Ikura,Seafood,24,744,QUICK-Stop,"Horst Kloss","Taucherstrasse 10","Janet Leverling",1963-08-30,"Tokyo Traders","(03) 3555-5011","Federal Shipping","(503) 555-9931"
10418,1997-01-17,Chang,Beverages,60,1140,QUICK-Stop,"Horst Kloss","Taucherstrasse 10","Margaret Peacock",1958-09-19,"Exotic Liquid","(171) 555-2222","Speedy Express","(503) 555-9831"
10285,1996-08-20,Chais,Beverages,45,810,QUICK-Stop,"Horst Kloss","Taucherstrasse 10","Nancy Davolio",1968-12-08,"Exotic Liquid","(171) 555-2222","United Package","(503) 555-3199"
10294,1996-08-30,"Rhonbrau Klosterbier",Beverages,6,46.5,"Rattlesnake Canyon Grocery","Paula Wilson","2817 Milton Dr.","Margaret Peacock",1958-09-19,"Plutzer Lebensmittelgrossmarkte AG","(069) 992755","United Package","(503) 555-3199"
10401,1997-01-01,Flotemysost,"Dairy Products",60,1290,"Rattlesnake Canyon Grocery","Paula Wilson","2817 Milton Dr.","Nancy Davolio",1968-12-08,"Norske Meierier",(0)2-953010,"Speedy Express","(503) 555-9831"
10272,1996-08-02,"Mozzarella di Giovanni","Dairy Products",24,835.1999999999999,"Rattlesnake Canyon Grocery","Paula Wilson","2817 Milton Dr.","Michael Suyama",1963-07-02,"Formaggi Fortini s.r.l.","(0544) 60323","United Package","(503) 555-3199"
10401,1997-01-01,"Louisiana Fiery Hot Pepper Sauce",Condiments,20,421,"Rattlesnake Canyon Grocery","Paula Wilson","2817 Milton Dr.","Nancy Davolio",1968-12-08,"New Orleans Cajun Delights","(100) 555-4822","Speedy Express","(503) 555-9831"
10316,1996-09-27,"Tarte au sucre",Confections,70,3451,"Rattlesnake Canyon Grocery","Paula Wilson","2817 Milton Dr.","Nancy Davolio",1968-12-08,"Forets derables","(514) 555-2955","Federal Shipping","(503) 555-9931"
10314,1996-09-25,"Tarte au sucre",Confections,25,1232.5,"Rattlesnake Canyon Grocery","Paula Wilson","2817 Milton Dr.","Nancy Davolio",1968-12-08,"Forets derables","(514) 555-2955","United Package","(503) 555-3199"
10294,1996-08-30,"Camembert Pierrot","Dairy Products",21,714,"Rattlesnake Canyon Grocery","Paula Wilson","2817 Milton Dr.","Margaret Peacock",1958-09-19,"Gai paturage",38.76.98.06,"United Package","(503) 555-3199"
